"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"332",21600333,"POR","MEM",52.17,65.22,1,174,16149,429,0.0275771503611294,0.0333333333333333,204.9
"333",21600334,"NOP","PHI",31.82,18.18,1,187,13993,388,0.0203545633617859,0.0383333333333333,221.5
"334",21600335,"GSW","UTA",86.36,60.87,5,205,36514,580,0.0801050558108995,0.105,217.6
"335",21600336,"CHI","SAS",52.38,81.82,2,186,31486,540,0.168089297439265,0.121666666666667,205.6
"337",21600338,"CLE","MIA",75,31.82,3,198,33149,533,0.160210111621799,0.128333333333333,214.3
"338",21600339,"BOS","TOR",59.09,68.18,2,195,21257,507,0.0735390676296783,0.0783333333333333,215.7
"339",21600340,"ATL","MIL",47.83,55,2,224,17048,388,0.0196979645436638,0.0333333333333333,209.9
"340",21600341,"HOU","OKC",68.18,63.64,2,201,43209,518,0.072225869993434,0.0833333333333333,220.3
"341",21600342,"MIN","DET",27.27,50,0,207,9466,425,0.0242941562705187,0.0266666666666667,213.3
"342",21600343,"DAL","IND",19.05,50,1,214,11289,438,0.0512147078135259,0.0416666666666667,207.9
"343",21600344,"LAL","PHX",41.67,27.27,0,234,19042,589,0.153644123440578,0.136666666666667,212
"344",21600345,"NYK","SAC",54.55,38.1,2,203,22565,666,0.0518713066316481,0.0483333333333333,203.4
"345",21600346,"MIL","WAS",52.38,38.1,2,215,15249,401,0.0190413657255417,0.0283333333333333,213.1
"346",21600347,"DEN","ORL",34.78,41.67,0,234,8331,413,0.0302035456336179,0.0383333333333333,213.4
"348",21600349,"CLE","CHA",76.19,60.87,4,221,27697,482,0.0682862770847012,0.0666666666666667,219.1
"349",21600350,"CHI","MIA",54.55,30.43,1,205,15729,534,0.223900196979645,0.143333333333333,206.3
"351",21600352,"DAL","HOU",22.73,69.57,1,196,10651,529,0.0544977019041366,0.065,214.7
"352",21600353,"BKN","SAS",28.57,78.26,1,231,10809,532,0.0656598818122127,0.0683333333333333,209.3
"353",21600354,"SAC","UTA",36.36,58.33,2,188,8920,461,0.0196979645436638,0.0266666666666667,203
"355",21600356,"PHI","DET",21.74,52,0,176,14610,405,0.0223243598161523,0.0383333333333333,213.6
"356",21600357,"BOS","OKC",56.52,60.87,1,195,28555,479,0.106369008535785,0.095,211.9
"357",21600358,"GSW","MIN",83.33,26.09,4,224,36628,563,0.0840446487196323,0.106666666666667,223
"358",21600359,"NOP","PHX",29.17,30.43,1,239,14981,422,0.0229809586342745,0.0283333333333333,215.6
"359",21600360,"LAL","NYK",40,56.52,1,230,26368,797,0.181221273801707,0.155,212.6
"360",21600361,"IND","CHA",50,58.33,2,204,14695,407,0.0328299409061064,0.0333333333333333,213.8
"361",21600362,"MIL","TOR",50,69.57,3,222,14272,429,0.0236375574523966,0.04,218.2
"362",21600363,"MIA","WAS",29.17,40.91,1,213,10950,475,0.112934996717006,0.09,210
"363",21600364,"HOU","BKN",70.83,27.27,1,240,20336,569,0.0433355219960604,0.055,219
"364",21600365,"DAL","DEN",21.74,37.5,0,204,7470,435,0.0420223243598161,0.0366666666666667,212.3
"365",21600366,"LAC","POR",70.83,48,1,241,25701,480,0.041365725541694,0.04,214.6
"366",21600367,"LAL","SAC",38.46,34.78,1,208,14237,611,0.152987524622456,0.136666666666667,207
"368",21600369,"ATL","ORL",50,40,1,251,11283,420,0.0282337491792515,0.0433333333333333,206.8
"369",21600370,"CHI","MIN",56.52,25,1,193,16207,485,0.13263296126067,0.08,212.4
"370",21600371,"NOP","GSW",32,84,5,222,37723,563,0.082731451083388,0.106666666666667,225.2
"371",21600372,"NYK","PHX",58.33,29.17,1,224,21967,644,0.0525279054497702,0.0483333333333333,208.4
"372",21600373,"POR","OKC",46.15,62.5,1,209,17115,445,0.0630334865397242,0.06,213.5
"374",21600375,"WAS","CHA",39.13,56,2,215,9596,424,0.0210111621799081,0.0283333333333333,214.8
"375",21600376,"LAC","ORL",72,42.31,1,221,13838,468,0.0433355219960604,0.0466666666666667,212.4
"376",21600377,"MIA","IND",32,52,1,184,9524,458,0.124753775443204,0.095,209
"379",21600380,"HOU","SAC",72,37.5,2,230,8518,536,0.0367695338148391,0.0566666666666667,211.3
"380",21600381,"DAL","DET",25,50,0,180,5489,454,0.0420223243598161,0.0366666666666667,206.1
"382",21600383,"BOS","SAS",54.17,79.17,1,209,13996,516,0.106369008535785,0.108333333333333,206.7
"383",21600384,"CHI","MIL",54.17,47.83,2,205,19798,460,0.130006565988181,0.0816666666666667,209.4
"384",21600385,"NOP","IND",30.77,50,2,197,13701,409,0.0321733420879842,0.0316666666666667,217.3
"385",21600386,"DEN","POR",36,48.15,0,252,8674,425,0.0282337491792515,0.0316666666666667,215.6
"386",21600387,"PHX","SAS",32,80,1,199,14495,477,0.0597504924491136,0.07,206.6
"387",21600388,"GSW","NYK",84.62,56,4,193,31120,785,0.112278397898884,0.126666666666667,218
"388",21600389,"WAS","DET",41.67,51.85,1,230,10338,443,0.0223243598161523,0.0266666666666667,210.4
"389",21600390,"BKN","ORL",29.17,40.74,0,229,12414,484,0.036112934996717,0.0383333333333333,210
"391",21600392,"ATL","TOR",48,72,3,246,15441,459,0.0249507550886408,0.0433333333333333,215.1
"392",21600393,"CHI","MIL",52,50,2,164,11479,460,0.130006565988181,0.0816666666666667,209.4
"394",21600395,"NOP","HOU",33.33,73.08,2,222,10596,500,0.0354563361785949,0.055,224.1
"396",21600397,"LAC","MIA",73.08,34.62,1,200,14927,510,0.128693368351937,0.0983333333333333,212.4
"397",21600398,"DAL","UTA",24,61.54,1,203,12686,454,0.0374261326329613,0.035,206.4
"398",21600399,"PHX","OKC",30.77,57.69,1,215,24417,440,0.0597504924491136,0.0566666666666667,211.8
"399",21600400,"IND","DET",48.15,50,1,195,11647,426,0.0341431385423506,0.0316666666666667,209.4
"400",21600401,"ATL","CHA",50,51.85,2,206,11070,411,0.0216677609980302,0.0333333333333333,211.6
"401",21600402,"CLE","LAL",75,37.93,3,227,32129,651,0.198292843072882,0.173333333333333,219
"402",21600403,"HOU","MIN",74.07,28,1,220,24420,500,0.0367695338148391,0.055,221.9
"403",21600404,"DEN","NYK",38.46,53.85,1,241,15253,628,0.0525279054497702,0.0466666666666667,214.5
"404",21600405,"GSW","POR",85.19,46.43,4,225,27824,582,0.0879842416283651,0.111666666666667,219.1
"405",21600406,"LAC","WAS",74.07,44,2,227,22953,479,0.0354563361785949,0.035,215.6
"406",21600407,"UTA","MEM",62.96,64.29,2,155,10706,427,0.0196979645436638,0.0266666666666667,203.4
"408",21600409,"ORL","TOR",42.86,69.23,2,188,8868,461,0.0321733420879842,0.05,215.1
"410",21600411,"DAL","SAC",23.08,38.46,1,178,10608,473,0.041365725541694,0.0383333333333333,201.2
"411",21600412,"NOP","SAS",32.14,80.77,2,213,22055,463,0.0577806959947472,0.0683333333333333,214.4
"412",21600413,"IND","WAS",50,46.15,2,212,14770,427,0.0315167432698621,0.0316666666666667,212.2
"413",21600414,"CHI","DET",50,48.28,1,195,8740,502,0.133289560078792,0.08,206.7
"414",21600415,"ATL","OKC",48.15,59.26,2,218,20034,431,0.0577806959947472,0.06,211.3
"415",21600416,"MIN","PHX",26.92,29.63,0,223,7971,422,0.0242941562705187,0.0283333333333333,213.4
"416",21600417,"DAL","DEN",25.93,40.74,0,224,6684,435,0.0420223243598161,0.0366666666666667,212.3
"417",21600418,"NOP","PHI",31.03,25.93,1,201,7252,388,0.0203545633617859,0.0383333333333333,221.5
"418",21600419,"LAL","CHA",36.67,53.57,1,230,13807,573,0.152330925804334,0.136666666666667,216.3
"419",21600420,"BKN","TOR",26.92,70.37,2,220,5006,523,0.0328299409061064,0.0383333333333333,218.3
"420",21600421,"NYK","IND",51.85,51.72,2,229,9063,631,0.06172028890348,0.0516666666666667,210.1
"421",21600422,"MIA","ORL",32.14,41.38,0,266,7937,464,0.120814182534471,0.101666666666667,206.8
"422",21600423,"CLE","MIL",76,52,4,222,20185,459,0.0663164806303349,0.0666666666666667,217.4
"423",21600424,"BOS","MEM",55.56,62.07,2,221,10935,463,0.0709126723571898,0.0683333333333333,203.3
"424",21600425,"HOU","SAS",75,81.48,2,202,20773,555,0.072225869993434,0.0966666666666667,215.1
"425",21600426,"DEN","LAC",42.86,71.43,1,221,6555,459,0.0380827314510834,0.035,219
"428",21600429,"CLE","MIL",76.92,50,4,215,21277,459,0.0663164806303349,0.0666666666666667,217.4
"429",21600430,"ATL","MIN",50,29.63,1,176,9723,413,0.0223243598161523,0.0316666666666667,212.9
"430",21600431,"MEM","DET",60,46.67,1,184,5056,427,0.0242941562705187,0.0283333333333333,203.1
"431",21600432,"CHI","WAS",51.85,44.44,2,204,9090,503,0.130663164806303,0.08,209.5
"432",21600433,"NOP","OKC",33.33,57.14,2,231,12199,426,0.0577806959947472,0.055,219.6
"433",21600434,"SAC","UTA",39.29,62.07,2,187,8904,461,0.0196979645436638,0.0266666666666667,203
"434",21600435,"HOU","PHX",72.41,28.57,1,236,8405,514,0.0374261326329613,0.0566666666666667,216.3
"435",21600436,"DAL","POR",25,43.33,0,191,10124,456,0.0453053184504268,0.0416666666666667,207.9
"436",21600437,"GSW","BKN",86.21,25.93,3,218,25436,632,0.0906106369008536,0.106666666666667,220.1
"438",21600439,"LAL","MIA",35.48,31.03,0,222,14238,624,0.244254760341431,0.198333333333333,211.5
"439",21600440,"BOS","IND",57.14,50,2,211,10481,462,0.0807616546290217,0.0716666666666667,209.6
"440",21600441,"LAC","SAS",72.41,82.14,2,207,20557,516,0.0728824688115561,0.0766666666666667,211.7
"441",21600442,"CHI","CHA",50,55.17,2,194,10035,483,0.131976362442548,0.0816666666666667,211.1
"442",21600443,"LAL","ORL",34.38,41.94,0,199,9226,582,0.158896913985555,0.146666666666667,211.5
"445",21600446,"GSW","DET",86.67,45.16,4,232,26312,580,0.0847012475377544,0.106666666666667,217.3
"446",21600447,"MIL","WAS",48.15,46.43,2,219,4129,401,0.0190413657255417,0.0283333333333333,213.1
"448",21600449,"NOP","MIA",32.26,33.33,1,178,3895,457,0.113591595535128,0.09,215.1
"449",21600450,"MIN","SAC",32.14,41.38,1,214,7669,444,0.0236375574523966,0.0283333333333333,208.4
"450",21600451,"ATL","DEN",48.28,41.38,1,217,7373,411,0.0229809586342745,0.0316666666666667,213.4
"451",21600452,"TOR","UTA",71.43,60,3,202,6959,471,0.0223243598161523,0.0366666666666667,215.8
"454",21600455,"DAL","LAC",27.59,73.33,1,178,11272,490,0.0551543007222587,0.045,211.3
"455",21600456,"BOS","NYK",56.67,55.17,2,233,32984,683,0.0991464215364412,0.0866666666666667,208.5
"456",21600457,"CLE","GSW",78.57,87.1,7,217,70992,639,0.129349967170059,0.145,224.4
"457",21600458,"CHI","SAS",48.28,80,2,219,28199,540,0.168089297439265,0.121666666666667,205.6
"459",21600460,"LAC","LAL",70.97,33.33,1,213,16723,628,0.16677609980302,0.143333333333333,217.1
"460",21600461,"MIL","WAS",50,44.83,2,209,13057,401,0.0190413657255417,0.0283333333333333,213.1
"461",21600462,"ORL","MEM",43.75,62.5,1,214,5895,417,0.0295469468154957,0.04,202.7
"463",21600464,"CLE","DET",79.31,43.75,3,196,17948,501,0.0695994747209455,0.065,214.7
"464",21600465,"CHI","IND",46.67,48.39,2,175,11375,486,0.142481943532502,0.085,208.5
"465",21600466,"NOP","DAL",34.38,30,1,215,6402,437,0.0400525279054498,0.0366666666666667,214
"466",21600467,"HOU","PHX",70.97,30,1,246,6948,514,0.0374261326329613,0.0566666666666667,216.3
"467",21600468,"ATL","MIN",50,30,1,194,4242,413,0.0223243598161523,0.0316666666666667,212.9
"468",21600469,"POR","TOR",40.62,72.41,2,186,10840,473,0.0302035456336179,0.0433333333333333,217.3
"469",21600470,"DEN","LAC",40,68.75,1,208,8670,459,0.0380827314510834,0.035,219
"470",21600471,"PHI","SAC",24.14,43.33,1,202,10062,424,0.0216677609980302,0.04,208.7
"471",21600472,"BOS","MEM",58.06,60.61,2,216,13762,463,0.0709126723571898,0.0683333333333333,203.3
"472",21600473,"MIA","OKC",32.26,61.29,1,200,17396,475,0.150361129349967,0.118333333333333,211.3
"473",21600474,"DAL","HOU",29.03,71.88,1,230,11990,529,0.0544977019041366,0.065,214.7
"476",21600477,"ORL","CHA",45.45,54.84,1,221,5520,413,0.0288903479973736,0.04,211.6
"477",21600478,"ATL","NYK",48.39,53.33,2,200,19273,635,0.0505581089954038,0.0516666666666667,207.9
"478",21600479,"MIL","DET",48.28,45.45,1,213,6972,400,0.0216677609980302,0.0283333333333333,210.3
"479",21600480,"CHI","BKN",48.39,26.67,1,200,15861,554,0.139198949441891,0.08,209.5
"480",21600481,"NOP","LAC",36.36,66.67,2,200,9543,461,0.036112934996717,0.035,220.7
"482",21600483,"DEN","MIN",41.94,32.26,0,208,8962,406,0.0242941562705187,0.0266666666666667,219.5
"483",21600484,"POR","SAC",39.39,45.16,1,191,5018,463,0.0275771503611294,0.0333333333333333,204.5
"484",21600485,"GSW","TOR",84.38,73.33,6,232,24909,609,0.0866710439921208,0.118333333333333,225.2
"485",21600486,"MIA","CHA",31.25,56.25,1,173,10835,455,0.11424819435325,0.0916666666666667,211.6
"486",21600487,"OKC","MEM",62.5,58.82,2,194,13049,428,0.0590938936309915,0.0566666666666667,207.2
"487",21600488,"BOS","CLE",59.38,76.67,4,242,27690,537,0.116217990807617,0.105,214.9
"488",21600489,"PHI","UTA",23.33,59.38,1,183,7142,405,0.0177281680892974,0.0366666666666667,213.9
"489",21600490,"PHX","TOR",28.12,70.97,2,190,8096,468,0.0269205515430072,0.04,215.6
"491",21600492,"CHI","IND",50,45.45,2,212,14318,486,0.142481943532502,0.085,208.5
"492",21600493,"BKN","WAS",25.81,48.39,1,213,6876,495,0.0282337491792515,0.0266666666666667,213.2
"493",21600494,"BOS","MIA",57.58,30.3,1,231,15219,510,0.162179908076165,0.13,207.4
"494",21600495,"NOP","NYK",38.24,51.61,2,196,9722,630,0.0505581089954038,0.0466666666666667,216.2
"496",21600497,"MIL","MIN",50,31.25,1,215,8578,383,0.0210111621799081,0.0283333333333333,216
"498",21600499,"POR","SAS",41.18,81.25,1,204,9983,482,0.0630334865397242,0.0733333333333333,208.3
"499",21600500,"DEN","PHI",43.75,22.58,0,246,9964,386,0.0223243598161523,0.0383333333333333,219.8
"501",21600502,"SAC","MEM",43.75,60,2,210,9211,446,0.0236375574523966,0.03,198.2
"502",21600503,"CHI","MIL",48.48,48.39,2,212,13975,460,0.130006565988181,0.0816666666666667,209.4
"503",21600504,"HOU","NYK",73.53,50,2,251,24143,722,0.0650032829940906,0.075,216.9
"504",21600505,"CLE","CHA",77.42,57.58,4,230,19981,482,0.0682862770847012,0.0666666666666667,219.1
"505",21600506,"PHX","UTA",30.3,60.61,1,177,6991,439,0.0203545633617859,0.0266666666666667,208
"507",21600508,"ATL","SAS",51.52,81.82,2,226,26750,468,0.0577806959947472,0.0733333333333333,206.1
"509",21600510,"ORL","IND",44.12,47.06,1,221,5362,416,0.0393959290873276,0.0433333333333333,209
"511",21600512,"LAL","TOR",33.33,68.75,2,237,16478,621,0.155613919894944,0.146666666666667,219.8
"512",21600513,"MIL","OKC",50,61.76,2,192,21823,401,0.0564674983585029,0.0566666666666667,214.4
"513",21600514,"CLE","NOP",78.12,40,4,172,19793,484,0.0676296782665791,0.065,222.6
"514",21600515,"BKN","UTA",25,61.76,1,190,5798,494,0.0262639527248851,0.025,210.7
"515",21600516,"NYK","ORL",48.48,42.86,1,218,9428,637,0.0577806959947472,0.0583333333333333,207.9
"516",21600517,"CHI","CHA",47.06,55.88,2,229,13590,483,0.131976362442548,0.0816666666666667,211.1
"517",21600518,"HOU","WAS",74.29,50,2,192,10859,518,0.0347997373604727,0.055,219
"518",21600519,"LAC","PHX",61.11,29.41,1,207,8082,475,0.0380827314510834,0.0366666666666667,212.9
"519",21600520,"DEN","GSW",42.42,85.29,4,246,21951,561,0.0847012475377544,0.106666666666667,223.5
"521",21600522,"BOS","UTA",58.82,62.86,2,219,11887,478,0.066973079448457,0.065,208.1
"522",21600523,"IND","DET",48.57,44.44,1,237,7213,426,0.0341431385423506,0.0316666666666667,209.4
"523",21600524,"DAL","WAS",29.41,48.48,1,218,6280,455,0.0393959290873276,0.0366666666666667,208.9
"524",21600525,"SAS","TOR",79.41,69.7,3,192,13106,509,0.06172028890348,0.08,214.4
"525",21600526,"DEN","SAC",41.18,42.42,1,233,5507,442,0.0242941562705187,0.0283333333333333,208.9
"526",21600527,"MIA","PHX",28.57,28.57,0,189,4519,471,0.115561391989494,0.0916666666666667,207.3
"527",21600528,"LAL","MEM",32.43,61.11,1,218,12979,577,0.152987524622456,0.136666666666667,207.4
"528",21600529,"OKC","CHA",60,54.29,2,235,14307,424,0.0584372948128693,0.0566666666666667,216.1
"529",21600530,"ATL","ORL",52.94,44.44,1,203,4347,420,0.0282337491792515,0.0433333333333333,206.8
"530",21600531,"MIL","NYK",51.52,47.06,2,209,20377,605,0.0492449113591596,0.0483333333333333,211
"531",21600532,"CLE","CHI",78.79,48.57,4,200,20074,561,0.177938279711096,0.118333333333333,213.8
"532",21600533,"LAC","MEM",62.16,59.46,2,221,6437,463,0.0374261326329613,0.0366666666666667,208.3
"533",21600534,"GSW","POR",85.71,41.67,4,242,19689,582,0.0879842416283651,0.111666666666667,219.1
"535",21600536,"BKN","IND",24.24,50,1,230,6150,478,0.0400525279054498,0.0316666666666667,212.2
"536",21600537,"TOR","UTA",67.65,61.11,3,194,9235,471,0.0223243598161523,0.0366666666666667,215.8
"537",21600538,"DET","CHA",43.24,55.56,1,229,7023,423,0.0236375574523966,0.0283333333333333,212
"539",21600540,"HOU","OKC",75,58.33,2,234,26059,518,0.072225869993434,0.0833333333333333,220.3
"541",21600542,"LAL","POR",34.21,40.54,0,227,10563,594,0.156927117531188,0.14,213.7
"542",21600543,"DEN","SAS",40,80,1,226,6463,461,0.0597504924491136,0.0683333333333333,212.7
"543",21600544,"MIN","WAS",31.43,47.06,1,217,13273,426,0.0216677609980302,0.0266666666666667,216.1
"544",21600545,"HOU","ORL",75.68,43.24,1,193,16296,507,0.0426789231779383,0.0666666666666667,215.8
"545",21600546,"BOS","PHI",60,27.27,1,216,18680,441,0.0689428759028234,0.0783333333333333,213.8
"546",21600547,"CLE","BKN",76.47,23.53,3,224,24573,553,0.0755088640840446,0.065,217.5
"547",21600548,"MIL","NYK",52.94,45.71,2,227,27051,605,0.0492449113591596,0.0483333333333333,211
"548",21600549,"LAL","MIA",33.33,29.73,0,227,18315,624,0.244254760341431,0.198333333333333,211.5
"549",21600550,"GSW","MEM",86.11,57.89,5,247,44040,565,0.0840446487196323,0.108333333333333,212.8
"550",21600551,"LAC","SAC",63.16,42.86,2,204,11385,497,0.0374261326329613,0.0366666666666667,207.9
"552",21600553,"BOS","NOP",61.11,37.84,2,225,13719,461,0.0695994747209455,0.0666666666666667,215.7
"553",21600554,"CHI","TOR",50,68.57,3,241,29158,531,0.135259356533158,0.0916666666666667,214.6
"554",21600555,"DEN","OKC",38.89,56.76,1,227,17459,424,0.0597504924491136,0.055,217.9
"555",21600556,"MIN","UTA",30.56,59.46,1,186,14727,425,0.0196979645436638,0.025,213.6
"556",21600557,"ATL","DAL",55.56,30.56,1,179,8134,442,0.0400525279054498,0.0416666666666667,205.7
"557",21600558,"SAS","CHA",80.56,54.05,2,187,12815,461,0.0584372948128693,0.07,210.9
"558",21600559,"POR","DET",42.11,44.74,0,249,17354,444,0.0282337491792515,0.0316666666666667,209.4
"559",21600560,"BKN","PHI",22.86,26.47,0,200,15482,457,0.0282337491792515,0.0383333333333333,216.4
"560",21600561,"LAC","MIA",64.1,28.95,1,184,14475,510,0.128693368351937,0.0983333333333333,212.4
"561",21600562,"MIL","WAS",51.43,48.57,2,208,17491,401,0.0190413657255417,0.0283333333333333,213.1
"562",21600563,"HOU","TOR",76.32,66.67,3,251,26191,546,0.0393959290873276,0.0666666666666667,224.1
"564",21600565,"CLE","PHX",77.14,32.43,3,236,26980,498,0.0695994747209455,0.0666666666666667,214.8
"565",21600566,"GSW","SAC",83.78,41.67,5,223,31344,599,0.0840446487196323,0.108333333333333,212.4
"566",21600567,"LAL","ORL",35,42.11,0,206,12844,582,0.158896913985555,0.146666666666667,211.5
"567",21600568,"NOP","NYK",36.84,45.95,2,206,20937,630,0.0505581089954038,0.0466666666666667,216.2
"568",21600569,"CHI","OKC",51.35,57.89,2,203,24980,503,0.168089297439265,0.108333333333333,210.8
"569",21600570,"DAL","MIN",29.73,29.73,0,193,15614,437,0.041365725541694,0.0366666666666667,211.8
"570",21600571,"CHI","WAS",50,50,1,200,23240,503,0.130663164806303,0.08,209.5
"571",21600572,"BOS","TOR",62.16,64.86,3,220,20104,507,0.0735390676296783,0.0783333333333333,215.7
"572",21600573,"ATL","BKN",56.76,22.22,1,214,6802,482,0.0288903479973736,0.0316666666666667,210
"573",21600574,"HOU","CHA",76.92,52.63,2,235,18094,498,0.036112934996717,0.0566666666666667,220.6
"574",21600575,"MIL","SAS",50,81.08,2,216,25773,438,0.0564674983585029,0.07,209.2
"575",21600576,"CLE","UTA",77.78,58.97,4,192,32122,501,0.0650032829940906,0.0633333333333333,215
"576",21600577,"LAL","POR",36.59,41.03,0,195,13288,594,0.156927117531188,0.14,213.7
"577",21600578,"GSW","MIA",84.21,28.21,3,202,29024,612,0.175311884438608,0.17,216.9
"578",21600579,"SAC","DET",40.54,46.15,1,194,7928,461,0.0242941562705187,0.0283333333333333,202.7
"579",21600580,"NYK","PHI",44.74,28.57,1,195,31674,610,0.0499015101772817,0.0583333333333333,214.3
"581",21600582,"HOU","MIN",77.5,31.58,1,224,19790,500,0.0367695338148391,0.055,221.9
"582",21600583,"BOS","WAS",60.53,51.35,2,225,12743,479,0.0689428759028234,0.0666666666666667,210.6
"583",21600584,"LAC","ORL",65,41.03,1,201,11320,468,0.0433355219960604,0.0466666666666667,212.4
"586",21600587,"CHI","NYK",48.72,43.59,1,193,28760,707,0.160866710439921,0.1,207.4
"587",21600588,"LAL","SAS",35.71,78.95,1,228,19917,630,0.188443860801051,0.176666666666667,210.8
"588",21600589,"DEN","IND",37.84,52.63,1,252,16412,407,0.0341431385423506,0.0316666666666667,215.6
"589",21600590,"GSW","DET",84.62,45,4,234,33819,580,0.0847012475377544,0.106666666666667,217.3
"591",21600592,"BKN","TOR",21.05,65.79,2,245,12701,523,0.0328299409061064,0.0383333333333333,218.3
"594",21600595,"HOU","MEM",75.61,58.54,2,215,21550,502,0.0367695338148391,0.0566666666666667,211.7
